   ,title,gender_book,author_book,,,,,
6425,Encarnação,Romance brasileiro,José de Alencar,,,,,
6426,O garimpeiro,Romance brasileiro,Bernardo Guimarães,,,,,
6427,O garimpeiro,Romance brasileiro,Bernardo Guimarães,,,,,
6428,A escrava Isaura,Romance brasileiro,Bernardo Guimarães,,,,,
6429,A escrava Isaura,Romance brasileiro,Bernardo Guimarães,,,,,
6430,Marília de Dirceu,Romance brasileiro,Tomás Antônio Gonzaga,,,,,
6431,Marília de Dirceu,Romance brasileiro,Tomás Antônio Gonzaga,,,,,
6432,Dom Casmurro,Romance brasileiro,Machado de Assis,,,,,
6433,Dom Casmurro,Romance brasileiro,Machado de Assis,,,,,
6434,Várias Histórias ,Romance brasileiro,Machado de Assis,,,,,
6435,Várias Histórias ,Romance brasileiro,Machado de Assis,,,,,
6436,A mão e a luva,Romance brasileiro,Machado de Assis,,,,,
6437,O alienista,Romance brasileiro,Machado de Assis,,,,,
6438,O alienista,Romance brasileiro,Machado de Assis,,,,,
6439,Helena,Romance brasileiro,Machado de Assis,,,,,
6440,Helena,Romance brasileiro,Machado de Assis,,,,,
6441,Helena,Romance brasileiro,Machado de Assis,,,,,
6442,Memórias Póstumas de Brás Cubas,Romance brasileiro,Machado de Assis,,,,,
6443,A moreninha,Romance brasileiro,Joaquim Manuel de Macedo,,,,,
6444,A moreninha,Romance brasileiro,Joaquim Manuel de Macedo,,,,,
6445,A luneta mágica,Romance brasileiro,Joaquim Manuel de Macedo,,,,,
6446,A luneta mágica,Romance brasileiro,Joaquim Manuel de Macedo,,,,,
6447,Memória de um sargento de milicias,Romance brasileiro,Manuel Antônio de Almeida,,,,,
6448,Memória de um sargento de milicias,Romance brasileiro,Manuel Antônio de Almeida,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6449,Noite na Taverna,Romance brasileiro,Álvares de Azevedo,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6450,Noite na Taverna,Romance brasileiro,Álvares de Azevedo,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6451,O noviço,Romance brasileiro,Martins Pena,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6452,O noviço,Romance brasileiro,Martins Pena,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6453,Os Bruzundangas,Romance brasileiro,Lima Barreto,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6454,Os Bruzundangas,Romance brasileiro,Lima Barreto,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6455,O triste fim de Policarpo Quaresma,Romance brasileiro,Lima Barreto,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6456,O triste fim de Policarpo Quaresma,Romance brasileiro,Lima Barreto,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6457,"Eurico, o presbítero",Romance brasileiro,Alexandre Herculano,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6458,"Eurico, o presbítero",Romance brasileiro,Alexandre Herculano,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6459,Inocência,Romance brasileiro,Visconde de Taunay,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6460,Inocência,Romance brasileiro,Visconde de Taunay,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6461,O ateneu,Romance brasileiro,Raul Pompéia,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6462,O ateneu,Romance brasileiro,Raul Pompéia,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6463,A relíquia,Romance brasileiro,Eça de Queiroz,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6464,A relíquia,Romance brasileiro,Eça de Queiroz,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6465,A cidade e as serras,Romance brasileiro,Eça de Queiroz,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6466,A cidade e as serras,Romance brasileiro,Eça de Queiroz,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6467,O primo Basílio,Romance brasileiro,Eça de Queiroz,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6468,O primo Basílio,Romance brasileiro,Eça de Queiroz,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6469,O mandarim,Romance brasileiro,Eça de Queiroz,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6470,Alves et Cia,Romance brasileiro,Eça de Queiroz,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6471,Alves et Cia,Romance brasileiro,Eça de Queiroz,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6472,Os escravos,Romance brasileiro,Castro Alves,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6473,Os escravos,Romance brasileiro,Castro Alves,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6474,O mulato,Romance brasileiro,Castro Alves,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6475,O mulato,Romance brasileiro,Castro Alves,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6476,O cortiço,Romance brasileiro,Aluísio Azevedo,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6477,O cortiço,Romance brasileiro,Aluísio Azevedo,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6478,Antologia poética,Romance brasileiro,Olavo Bilac,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6479,Antologia poética,Romance brasileiro,Olavo Bilac,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6480,As pupilas do senhor reitor,Romance brasileiro,Júlio Dinis,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6481,As pupilas do senhor reitor,Romance brasileiro,Júlio Dinis,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6482,Amor de perdição,Romance brasileiro,Camilo Castelo Branco,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6483,Amor de perdição,Romance brasileiro,Camilo Castelo Branco,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6484,Poemas de Alberto Caeiro,Romance brasileiro,Fernando Pessoa,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6485,Poemas de Alberto Caeiro,Romance brasileiro,Fernando Pessoa,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6486,Os Lusíadas,Romance brasileiro,Luís de Camões,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6487,Os Lusíadas,Romance brasileiro,Luís de Camões,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6488,O livro dos Sonetos,Romance brasileiro,Olavo Bilac/ Fernando Pessoa/ Luís de Camões,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6489,O livro dos Sonetos,Romance brasileiro,Olavo Bilac/ Fernando Pessoa/ Luís de Camões,Romance brasileiro,Manuel Antônio de Almeida,,1,Fortaleza
6490,O mandarim,Romance brasileiro,Eça de Queiroz,,,,,
6491,A rainha vermelha,Ficção- Literatura juvenil,Victoria Aveyard,,,,,
6492,A espada de vidro,Ficção- Literatura juvenil,Victoria Aveyard,,,,,
6493,A prisão do rei,Ficção- Literatura juvenil,Victoria Aveyard,,,,,
6494,Tempestade de guerra,Ficção- Literatura juvenil,Victoria Aveyard,,,,,
6495,Trono destruído,Ficção- Literatura juvenil,Victoria Aveyard,,,,,
6496,História dos Estados Unidos,História,Leandro Karnal,,,,,
6497,Poemas da recordação e outros movimentos ,Poesia brasileira,Conceição Evaristo,,,,,
6498,Querem nos calar: poemas para serem lidos em voz alta,Poesia brasileira,Mel Duarte(org),,,,,
#NOME?,TÍTULO,CLASSIFICAÇÃO,AUTOR,,,,,
6499,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6500,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6501,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6502,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6503,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6504,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6505,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6506,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6507,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6508,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6509,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6510,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6511,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6512,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6513,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6514,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6515,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6516,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6517,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6518,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6519,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6520,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6521,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6522,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6523,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6524,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6525,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6526,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6527,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6528,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6529,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6530,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6531,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6532,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6533,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6534,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6535,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6536,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6537,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6538,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6539,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6540,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6541,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6542,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6543,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6544,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6545,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6546,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6547,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6548,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6549,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6550,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6551,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6552,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6553,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6554,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6555,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6556,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6557,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6558,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6559,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6560,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6561,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6562,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6563,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6564,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6565,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6566,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6567,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6568,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6569,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6570,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6571,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6572,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6573,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6574,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6575,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6576,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6577,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6578,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6579,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6580,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6581,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6582,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6583,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6584,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6585,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6586,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6587,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6588,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6589,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6590,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6591,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6592,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6593,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6594,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6595,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6596,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6597,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6598,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6599,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6600,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6601,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6602,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6603,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6604,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6605,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6606,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6607,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6608,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6609,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6610,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6611,Curso de redação para Enem e particulares,Redação/Gramática/ Análises textuais/  Redação no Enem,Diego Pereira,,,,,
6612,,,,,,,,
6613,Percy Jackson e os olimpianos- O ladrão de raios,Literatura infantojuvenil,"Riordan, Rick",,,,,
6614,Percy Jackson e os olimpianos- O mar de monstros,Literatura infantojuvenil,"Riordan, Rick",,,,,
6615,Percy Jackson e os olimpianos- A maldição do Titã,Literatura infantojuvenil,"Riordan, Rick",,,,,
6616,Percy Jackson e os olimpianos- A batalha do labirinto,Literatura infantojuvenil,"Riordan, Rick",,,,,
6617,Percy Jackson e os olimpianos- O último olimpiano,Literatura infantojuvenil,"Riordan, Rick",,,,,
6619,Crônicas da sociedade de Lady Whistledown,Ficção americana,"Quinn, Julia",,,,,
6620,Os Bridgertons-O duque e eu,Ficção americana/ Romance,"Quinn, Julia",,,,,
6621,Os Bridgertons-O visconde que me amava,Ficção americana/ Romance,"Quinn, Julia",,,,,
6622,Os Bridgertons-Um perfeito cavalheiro,Ficção americana/ Romance,"Quinn, Julia",,,,,
6623,Os Bridgertons-Os segredos de Colin Bridgerton,Ficção americana/ Romance,"Quinn, Julia",,,,,
6624,"Os Bridgertons- Para Sir Phillip, com amor",Ficção americana/ Romance,"Quinn, Julia",,,,,
6625,Os Bridgertons- O conde enfeitiçado,Ficção americana/ Romance,"Quinn, Julia",,,,,
6626,Os Bridgertons-  Um beijo inesquecível,Ficção americana/ Romance,"Quinn, Julia",,,,,
6627,Os Bridgertons- A caminho do altar,Ficção americana/ Romance,"Quinn, Julia",,,,,
6628,Os Bridgertons- E viveram felizes para sempre,Ficção americana/ Romance,"Quinn, Julia",,,,,
6629,Para todos os garotos que já amei,Ficção americana,"Han , Jenny",,,,,
6630,P.S: ainda amo você,Ficção americana,"Han , Jenny",,,,,
6631,"Agora e para sempre, Lara Jean",Ficção americana,"Han , Jenny",,,,,
6632,Harry Potter e a pedra filosofal,Literatura infantojuvenil inglesa,J.K Roling,,,,,
6633,Harry Potter e a câmara secreta,Literatura infantojuvenil inglesa,J.K Roling,,,,,
6634,Harry Potter e o prisioneiro de Azkaban,Literatura infantojuvenil inglesa,J.K Roling,,,,,
6635,Harry Potter e o cákice de fogo,Literatura infantojuvenil inglesa,J.K Roling,,,,,
6636,Harry Potter e a ordem da fênix,Literatura infantojuvenil inglesa,J.K Roling,,,,,
6637,Harry Potter e o enigma do príncipe,Literatura infantojuvenil inglesa,J.K Roling,,,,,
6638,Harry Potter e s relíquias da morte,Literatura infantojuvenil inglesa,J.K Roling,,,,,
,TÍTULO,CLASSIFICAÇÃO,AUTOR,,,,,
,,,,,,,,
6639,A coragem de ser imperfeito,,Brene Brown,,,,,
6640,A montanha mágica,Ficção alemã,Thomas Mann ,,,,,
6641,A sorte segue a coragem, Teoria do autoconhecimento/ psicologia/Motivação,Mário Sérgio Cortella,,,,,
6642,Admirávem Mundo Novo,,Aldous Huxley,,,,,
6643,Ainda Dá! A força da persistência,Sucesso/ Persistência/Autorrealização/Filosofia,Mário Sérgio Cortella,,,,,
6644,Animais Fantásticos e onde habitam. Guia do mundo mágico (filme),,,,,,,
6645, Alice no país das maravilhas,,Lewis Carol,,,,,
6646,Alice através do espelho,,Lewis Carol,,,,,
6647,As crônicas de gelo e fogo - Livro um,,,,,,,
6648,As crônicas de gelo e fogo - Livro dois,,,,,,,
6649,As crônicas de gelo e fogo - Livro três ,,,,,,,
6650,As crônicas de gelo e fogo - Livro quatro,,,,,,,
6651,As crônicas de gelo e fogo - Livro cinco,,,,,,,
6652,"Os contos de Beedle, o Bardo",Ficção infantojuvenil britânica,J. K Rolling,,,,,
6653,Quadribol através dos séculos,Ficção infantojuvenil britânica,J. K Rolling,,,,,
6654,Animais Fantásticos e onde habitam. ,Ficção infantojuvenil britânica,J. K Rolling,,,,,
6655,Anne de Ingleside,Literatura infantojuvenil,Lucy Maud Monigomery,,,,,
6656,Anne e a casa dos sonhos,Literatura infantojuvenil,Lucy Maud Monigomery,,,,,
6657,Anne de Windy Poplars,Literatura infantojuvenil,Lucy Maud Monigomery,,,,,
6658,Anne da Ilha,Literatura infantojuvenil,Lucy Maud Monigomery,,,,,
6659,Anne de Avonlea,Literatura infantojuvenil,Lucy Maud Monigomery,,,,,
6660,Anne deGreen Gables,Literatura infantojuvenil,Lucy Maud Monigomery,,,,,
6661,Coraline ,Literatura infantojuvenil inglesa,Neil Gaiman,,,,,
6662,Crer ou não crer,Espiritualidade/ Religião,Leandro Karnal e Pe. Fábio de Melo,,,,,
6663,"Educação, convivência e ética: audácia e esperança!","Convivência, Educação, aspectos morais e éticos, ética",Mário Sérgio Cortella,,,,,
6664,Extra textos 1. Clarice Lispector. Personagens reescritos,,Clarice Lispector,,,,,
6665,Filosofia. E nós com isso?,Filosofia,Mário Sérgio Cortella,,,,,
6666,Harry Potter e a criança amaldiçoada- Parte 1 e 2,Ficção inglesa,John Tiffany,,,,,
6667,História do Ceará,História/Ceará,Airton de Farias,,,,,
6668,História dos Estados Unidos,,Leandro Karnal,,,,,
6669,História jamais contada da Literatura Brasileira,,Edson Aran,,,,,
6670,Sapiens_uma breve história da humanidade,Biologia/ Evolução/ Homo sapiens,Yuval N. Harar,,,,,
6671,História das mulheres feministas_ Antologia,"História da arte, Artistas mulheres/Feminismo","Adriano pedrosa, Amanda Carneiro e Anddré Mesquita(org.)",,,,,
6672,História de leves enganos e parecências,Contos brasileiros,Conceição Evaristo,,,,,
6673,Insubimissas lágrimas de mulheres,Conto brasileiro,Conceição Evaristo,,,,,
6674,Jogos Vorazes,Literatura Juvenil Americana,Suzanne Collins,,,,,
6675,Jogos Vorazes- Em chamas,Literatura Juvenil Americana,Suzanne Collins,,,,,
6676,Jogos Vorazes- A esperança,Literatura Juvenil Americana,Suzanne Collins,,,,,
6677,Corte de espinhos e rosas -vol. 1,Ficção americana,Sarah Maas ,,,,,
6678,Corte de névoa e fúria -vol. 2,Ficção americana,Sarah Maas ,,,,,
6679,Corte de asas e ruína -vol. 3,Ficção americana,Sarah Maas ,,,,,
6680,Knulp . Três histórias da vida de um andarilho ,Literatura alemã,Herman Hesse ,,,,,
6681,Um de nós está mentindo,Ficção juvenil americana,Karen McManus,,,,,
6682,Mais esperto que o diabo,Desenvolvimento pessoal/ Motivação,Napoleon Hill,,,,,
6683,Minha história,Autobiografia,Michelle Obama,,,,,
6684,Mulheres que correm com lobos,Mulheres/ Psicologia,Clarissa Pinoka Estés,,,,,
6685,O Conde de Monte Cristo ,Romance francês,Alexandre Dumas,,,,,
6686,O conto da aia,Romance canadense/ Histórias em quadrinhos,Margaret Atwood,,,,,
6687,O velho e o mar ,Ficção norte-americana,Ernest Hemingway,,,,,
6688,Olhos d'água,Ficção brasileira,Conceição Evaristo,,,,,
6689,Pequeno Manual antirracista,Antirracismo/Relações Raciais/ Relações Sociais,Djamila Ribeiro,,,,,
6690,Sobre os ossos  dos mortos,Literatura polonesa,Olga Tokarczuck,,,,,
6691,Quarto de despejo,Romance brasileiro,Carolina Maria de Jesus,,,,,
6692,Quem sabe faz a hora,Administração pessoal/ Liderança/ ética,Mário Sérgio Cortella,,,,,
6693,Todos contra todos: o ódio nosso de cada dia,Discriminação/ preconceitos e antipatias/ aspectos sociais,Leandro Karnal ,,,,,
